93,2HKxSby8dchYjfHnMLkjGZCELDhqDs9jGJS,792542
94,LC3E2iur5MjbN9L6WhxTYW6ApiMU6hCygs,759272
95,2kg2qEKjhzdpPrGbV7Sp96muaC8VuJmdTRU,747000
96,237xfxqmsCnRoxRt51YyLe2iNgkXFUfbZB9,554815
97,2cAg1FEdMnPZH87xUcRtAoppFdRYwQ4YtcC,520000
98,2DDHTwwtBssBeGmoJS9XsVBXnDiwk5HC3tb,500000
99,JHcV8bshqMKatNsBGLqrGWrzH7SDJepcS1,467771.341
100,2Dspnm7nyGZhtTB5z8imUoQGfgo1SS6EwpC,464251
101,bM2BWgsJfvTdMo5NnYbu39pNm2ur1XQQ7C,419726
102,63CaEKGfmQsnf4ToK1nEMC4ET2wgiWNdRQ,400000
103,2gmmJ18gBS3w3Ay5QYEEPaxEvXcJF17BCMC,400000
104,2AzRMyrgMe1FMpJqHonmL6q8QfcNTEGbqr9,400000
105,kZ8KgT4WEA4JEkupnpZde72fgfnCTNFsao,357143
106,2DVXYXNjznKgt9ya5H7L9j4azV8SeUuDwzG,355500
107,29iTF6dY2bJCL2RKyPaH7GEx4XxYTwdyLeC,346992.36
108,2iYQYc6oKhfFwyS8uFkMU7ZrBJBZJRvFbHS,320004
109,2XsQA86vRTkSHvYgmqS4iLz4vu3Rr8kysmS,313491.195
110,y3QmpCoKTKcxc9kTPwpJG1sWXjzoE6FUHq,300000
111,EFaQbqxLFnpa27U9Wcb8JkTX77fziNsD3E,300000
112,ZnhSqcqLasS1q6xCSeSfi1aaGoUNubN26w,300000
113,2FdczANtNRr2xfaikN5gBumWtyHvG7DDF1r,295000
114,uU1cWFfvNEw4WfFeSCYvTY8zSbxhabmJhP,280001
115,2dptxwNY2xv686J7CAbNcjcdddTLeVQLxiB,280000
116,2iDSnyX7hnY6XskXYok7JpG62G9FZdK3z1D,255500
117,zZYoto6e9d7jiVivYnsh9wGNL3Z9BhorHu,250518
118,TPc3gEyJKHmqCw3UPkZBQsGonYWNajxbDN,249000
119,FNs5ECPvUdhi3mHvM7m7zJesVEi2gWJuYy,220000
120,KgerZFgcRPjNoisr4A3x53pfrj3dGxtEQA,216933.671
121,2SpCFpDYmT4hWW2UgksvVr4LoxKPXFkJ2Mz,209000
122,28FYtKww3diNrmqvYWqTppHzF8MqrW6CYVy,200000
123,W6pUeEHcEfHHnMxYcR8ug6EBgrgg6TrGb1,200000
124,B8caYEPbDqajHFw9MztnUNkiiVf1PDCi8A,200000
125,2Bs2G9cn7oG61aBuArGU2H6RmNZWHvZsDTq,199900
126,ZwRH95aRWUvva6Mtju6V3TRHhtTiE2f7Rw,174286
127,gYv57es7VuBzUF8zWMve8gFqn5pJTbdVgL,171147
128,29go8opf4BAbkqh5NXNR9xa2667TVGqQkLf,163885
129,2aSEFbymnxERLFvW5VRxwmn1NXdqAcAN3S3,150000
130,28VPYESkMnFdeFfs15qjxbmu8rjSatC345z,145834
131,28Jcogc9KyQ32hH6uf2HcURHWV9hbVdmfCj,136273.909
132,hALqD8kD8woWiNqx7AbVzHmmAqBpDFzZax,130130
