pC5XLmRNCuc1jCvJVy1cjdS7PzGU6BUpog,19959800
dV5gUeQLkiCQXpv6sB22nTeoBZAUbn8wjz,12129800
224NeLBuE3w2EFmnJ9ygahc9edMo37zGP6R,7155500
2UJWv6ZPyhLD6uTyuMPg4B6zo4UrUcVXbsx,6574200
2gN53dGq2mwqm2sgzDZvbw5we83WYRoVY1Y,5373489
sHX9BRSUX3bN9aocyZnrLXLnNJV6nUvCBJ,5020000
YzGsk8L2SvtAp23uDfHH6WC7C4LxMyzUK7,3000000
2dPCpsdaKbSmkDXXDL2rmq5152sQk2vgY3B,3000000
cjJgQN3qcRy9az9Ju5XERKDK14XMjzjYPd,3000000
2i1gfFwGpYVky9ahtrSgXgVuhfwGzVjDF5d,3000000
27uLqCZVt3nVnN1AUCUE8joFMJcGrU9Wjhp,3000000
swpFGZvKapSyZN65rDehoA1KZMgUxTcgn2,3000000
fNZCGRpsNZyNrmBNqsdJDZJuMoYqipVBmb,3000000
ikvotuTQbtTHHJB3tD6o7r2jTZ2NCa5vzh,3000000
2kVn9fw3bcusHKWtzjStNa7ASxrGarKF72Q,3000000
fRVyaRWYXufbS1HY9zuuJUE8HiNMDDG9SF,3000000
2bYEmu2SsQuckZJEG5JAp9P7QtewV6r4xuq,3000000
aWH9BYvn4AkH1ZtWN98KcfzQhyyMcrX9XY,3000000
ChaVBzmFpPj2HN3pJeC2NxdY41QqvfBoNf,3000000
z8rCERbFeGWyoXqA9piSzzjbnJSUFbxSEn,3000000
KGyvwN12ajtwtdMz2rwqwsyF2RGTYJM8n2,3000000
ZCpWnp1cEdZM14RpPyosizmwwkqzZ8KCfF,3000000
7crtTMycEydj5354EatQJWL48tuBWcjreV,3000000
eXschg46oiuiRtWDpiWnNhZeWf92o38SNU,3000000
JasfB36jxYE3egtQbXZN8VrmZyehHDUhcs,3000000
o6qSX21iP5mYWU5CJTDBcEYJgxwrGvXo2a,3000000
YNKHrQwanibx61D9W23Zwaxp5oQhWdANuk,3000000
Cj1tR6z8DMhiyFGrnFsCyK59TGQfW89UUJ,3000000
7vDvmHz6Qo6fuFNKCtWjZjBK4HSUfmoj2T,3000000
PZ2SdYt9gRmYzhJNpNmo7GGYiPPYqin9Qu,3000000
21WmsuFoDogMGUmvwMfEf1aXs5YZHwNYM7x,3000000
2AoREsgSoSpwjUMQnpDut3wQNJb8jBUc8xf,3000000
iiw4qEixwZcJDN7NFwsWsBAEchmiNPPQqY,3000000
21FLaFSrWv8mf5jD6eXBy1AbNBXPRmqk4DN,3000000
qCTBXwTK4tdq1CkYMfvJezwDiUHnwiqKnJ,3000000
2PmtxGiCKMuEBmGho958M8VxJs2ze8qH47k,3000000
2gJKUgXPhzJ8oRADZ8QTg94ibpKK6RXuQvT,3000000
2d2ig9Xxuina5qdqGm8JZGDBX8L1H5UNrsR,3000000
2WBKtwEUo1cWggM3pT7xhDQTmm6HW9KZ9su,3000000
26qEhx9Nfpav5DdzJEVTZcUyb3KWBxV1yte,3000000
22UWnvSj21uM3R6jfMYELi3hsC6UawKriYt,3000000
eZCZew1xX4WQMU7hgDEo3fMN8HD47u3L7n,3000000
2HFUKepZPUkPdMhTzmasZ2EDkF72gp9oNNY,3000000
2bfbvuLksRtTWCwUhLg1BTTJJx8yH7XmBLy,3000000
2ertAbHwBapUdckDymQqBhEEckHHsboaC3E,3000000
2RZy9kTeoU4t6WjvZnC3czPLsduU3gpSKhK,3000000
2BAEdDzCLs7dTXFQhtgvhjQXHkd4YENB1pS,3000000
jGwDJZAs3ct5268CycGUAxwczixdkhLDiw,3000000
k3HaDpktNc2XMgpeXp6WXMARVJvwfsW6iS,3000000
9UP4wkSBxsSYDNWiLXkWYswhWogHXw12cN,3000000
b3pbhVpNw9c5msFLaRv3yJbXRxiALpVdJi,3000000
hvHev9jU4uww9NuzZfzFmg88QPRBGSTbDU,3000000
2RWngCZKWCk7q9vR8GPMzCnEFEuYo7obZRi,3000000
2NYLYECy6YQM2jTccYXWMLvd974okUng5Vt,3000000
22njCVTYPKcXXFGWAHQADXowtJfKDyXHnHA,3000000
nP3dhqAeD8EaqaTS1KCvttzoFu6u49jjD9,3000000
2mJj5o1xKSXxS4Tr3YWMeTtWL9kXtpwS42R,3000000
XcjDwQn66CU2u32Lz3MGMwx7xiCMRzDRWZ,3000000
Tr2B2vQ9RZA5pfqagpX4ui1o82n4eJgmgk,3000000
BTv3E2ojitgnh1E9P1PwRUf4EHWmMAkuNK,3000000
2cbxDVL7Uapazr2axMAjEMBKLfnkHJkCQmt,3000000
BhLnXedLZkA3aQ9YkTSuA4ghMJ6j7xqjsD,3000000
2mtqfbPxM8UCNqyGBCKn7xcxjHzKwegksGw,3000000
MqUk3JLmeuyhq9TrFC1uJDuKgYd2GGDDjB,3000000
2iTACbp8ZVX2L5Rti3SdViRVqk2gXfU6tvE,3000000
